titulo,tipoTrabajo,logoURL,empresa,localizacion,fechaPublicacion,salarioMinimo,salarioMaximo,aptoDiscapacitado,detalle,planPublicacion,confidencial,portal,oportunidad,fechaHoraPublicacion,idEmpresa,promedioEmpresa,gptwUrl,idArea,idSubarea,idPais,modalidadTrabajo,cantidadVacantes,latitud,longitud,links,id,tipoAviso
Practicante de Reclutamiento y Selección - Ate,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/0/2/5/2/8/3/4/0/logoMainPic_2528340_bum_v26a030bf.jpg,CIPSA,"Ate Vitarte, Lima",16-08-2023,0,0,False," Somos Corporación de Industrias Plásticas, una empresa importante del sector industrial dedicado al rubro plásticos. Actualmente nos encontramos en la búsqueda de un talento para ocupar el cargo de Practicante de Selección, que cumpla el siguiente perfil: REQUISITOS: -Estudiante de últimos ciclos o Egresado en la carrera de Psicología (EXCLUYENTE). FUNCIONES: - Publicar las ofertas laborales de la empresa en las fuentes de reclutamiento: bolsas de trabajo, redes sociales, bolsas de trabajo de las municipalidades, etc. - Desarrollar la entrevista, la evaluación y filtro de los candidatos operarios (masivos). - Realizar las referencias laborales a los postulantes pre – seleccionados. - Apoyo en temas inherentes al área de selección y desarrollo. BENEFICIOS: - Subvención acorde al mercado - Almuerzo cubierto al 100% - Media subvención - Buen ambiente laboral - Convenio de practicas. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,16-08-2023 11:47:35,2528340,,,17,2565,11,Presencial,1,-12.0266998,-76.8895843,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115957170'}]",1115957170,simple
Trabajador(a) Social,Full-time,,Confidencial,"Lima, Lima",16-08-2023,0,0,True," Funciones Específicas: · Dar soporte in situ en los diferentes lugares de trabajo, para brindar orientación y soporte a los trabajadores · Planificar, elaborar, ejecutar el Plan Anual de trabajo de Bienestar Social · Coordinar programas de salud, actividades culturales y de bienestar social · Coordinar y realizar los trámites ante el ESSALUD · Efectuar el reintegro y gestión de los subsidios (Indispensable) · Realizar seguimiento de casos sociales por enfermedad o accidentes de trabajo · Gestionar y administrar los seguros (SCTR, EPS, FOLA) · Capacitar al personal de planta en temas de seguros corporativos (SCTR, EPS, PAM, FOLA) y Bienestar Laboral · Registrar y controlar en la data interna los Descanso Médicos · Elaborar y difundir los procedimientos internos de Bienestar Social · Gestionar la comunicación interna de la empresa · Organización de eventos (Resultados Trimestrales) · Otras funciones encomendadas por su jefe inmediato afines al puesto Requisitos: · Profesional con colegiatura habilitada de la carrera de Trabajo Social · Deseable especialización en RRHH · Experiencia laboral mínima de 2 años en las funciones descritas Ofrecemos: · Ingreso a planilla con todos los beneficios de ley · Alimentación Principal al 100% · EPS al 100% ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,16-08-2023 11:35:44,13209215,,,17,48,11,Presencial,21,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115957141'}]",1115957141,simple
Translator,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_13128316_bum_vf5b7b995.jpg,YOFC PERU S.A.C.,Lima,16-08-2023,0,0,False," - Realizar traducciones de textos escritos, manteniento la integridad del contenido. - Proporcionar interpretación oral. - Brindar asistencia al gerente general en la comunicación escrita y oral, traduciendo documentos, correos y presentaciones según sea necesario. - Participar en reuniones con la alta dirección y clientes facilitando la comunicación. - Cumplir con tareas y responsabilidades adicionales según lo asignado. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,16-08-2023 11:23:41,13128316,,,17,48,11,Presencial,1,-12.0975774,-77.020775,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115957115'}]",1115957115,simple
Practicante Profesional de Reclutamiento y Selección - Lurín,Full-time,,Confidencial,"Lurín, Lima",16-08-2023,0,0,False," Somos un conglomerado de empresas relacionadas al rubro de construcción, metalmecánica y servicios mineros. Actualmente una de nuestras empresas se encuentra en búsqueda de la siguiente posición: Practicante Profesional de Reclutamiento y Selección - Lurín Requisitos: - Recientemente egresado de la carrera de Psicología. - Deseable experiencia en reclutamiento y selección de personal. - Manejo de Excel a nivel intermedio o avanzado. Condiciones: - Lugar de trabajo: Lurín - Altura del km 40 - Horario: De lunes a viernes de 08:30 am a 05:30 pm Beneficios: - Subvención enconómica acorde al mercado - Línea de carrera - Alimentación cubierta en planta - Buses para transporte de personal ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,16-08-2023 11:11:25,13073044,,,17,2565,11,Presencial,1,-12.252628,-76.884032,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115942822'}]",1115942822,simple
Asistente de Recursos Humanos,Full-time,,Confidencial,"Santiago de Surco, Lima",16-08-2023,0,0,False," ¿Qué necesitamos? - Bachiller o egresado de las carreras de Administración, Recursos Humanos, Contabilidad, afines. - Experiencia de 1 año en el puesto. - Excel nivel Intermedio (Indispensable) - Conocimiento en contratación, nómina y sanciones. - Conocimientos en temas SST y Acoso Laboral. (Deseable). - Conocimiento de legislación laboral vigente. - Disponibilidad de contratación inmediata. ¿Qué funciones realizarás? - Apoyo en el cálculo de planilla, CTS, Gratificaciones, en coordinación con el área contable. - Gestión de licencias y subsidios. - Elaboración del file digital del personal. - Gestión y realización de contratos laborales en coordinación con el área legal. - Elaboración decontratos, adendas, renovaciones y convenios de prácticas - Administrar la plataforma de boletas y vacaciones de la empresa. - Manejo de T – Registro, AFP NET, afiliaciones al sistema privado de pensiones. - Apertura de cuentas sueldo y CTS. - Revisar y elaborar los reportes de control de asistencia (Faltas, Tardanzas, permisos). - On boarding a los nuevos ingresos (habilitación de plataformas, aperturas de cuentas, creación de files, inducción) ¿Qué competencias necesitamos? - Alto nivel de organización. - Puntualidad.. - Capacidad de trabajo bajo presión. Proactividad. ¿Qué ofrecemos? - Ingreso a planilla desde el primer día de trabajo con todos los beneficios de acuerdo a ley. - Sueldo S/1500 - Horario: lunes a viernes presencial. - Buen Clima Laboral. - Línea de carrera. ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,16-08-2023 10:39:53,10194417,,,17,2637,11,Presencial,3,-12.1234454,-76.9888618,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115956972'}]",1115956972,simple
Jefe de Selección y Desarrollo,Full-time,,Confidencial,"Callao, Lima",16-08-2023,0,0,False," Importante empresa industrial, requiere contratar a un profesional que cumpla con el siguiente perfil Requisitos: Licenciado en Psicología Organizacional o carreras afines. Experiencia de 5 años en Selección y Desarrollo de Talento de preferencia en empresas industriales Manejo de gestión por competencias Diplomado de Especialización en RRHH o manejo del Talento de Capital Humano. (Deseable). Disponibilidad para trabajar en el Callao Funciones: Implementación de procedimientos de ascensos y promociones Mantener actualizado los organigramas, descripción de puestos y MOF de la organización Seguimiento e implementación de la evaluación de desempeño Proponer e implementar normas, políticas y procedimientos de desarrollo Asesorar a las diferentes áreas sobre las normas, políticas, etapas y procedimientos de actividades de capacitación Desarrollar el procedimiento de creación y actualización de puestos Elaborar y gestionar el presupuesto anual de capacitación y desarrollo Proponer y liderar estrategias para atracción y selección de talento Definir procedimientos y procesos de reclutamiento y selección para todas las unidades de negocio Supervisar la correcta evaluación de los candidatos Gestionar y liderar los planes de capacitación para toda la empresa. Liderar la evaluación de desempeño de la organización Definir programas de desarrollo de talento Supervisar la gestión de calidad en RRHH. ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,16-08-2023 09:57:33,13413229,,,17,48,11,Presencial,1,-12.0333333,-77.1333333,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115956843'}]",1115956843,simple
Asistente Bilingüe - Francés - Trujillo (Ref: 18908),Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/1/1/9/7/0/logoMainPic_10011970_bum_vf5e68033.jpg,MANPOWER PERÚ,"Trujillo, La Libertad",16-08-2023,0,0,False," Con más de 70 años liderando globalmente soluciones innovadoras en la Estrategia de Talento, en ManpowerGroup valoramos el papel que representa el trabajo en las personas. Por ello, te invitamos a que formes parte de nuestro propósito y te animes a Transformar Vidas con nosotros(as). ¡Postula al siguiente perfil y únete a la compañía que impulsa tu Talento! Asistente Bilingue - Trujillo Requisitos: Estudios técnicos y/o universitarios en curso o concluidos. Experiencia mínima de 6 meses en atención al cliente y/o funciones administrativas Deseable experiencia en reclutamiento y selección Office Nivel Usuario Inglés Intermedio (INDISPENSABLE) Francés Avanzado (INDISPENSABLE) Residencia en Trujillo (INDISPENSABLE) Funciones: Realizar la tercerización del proceso de reclutamiento Consolidar la información de las diversas fuentes de aprovisionamiento Contactar y realizar pre screening telefónico a los candidatos sourceados Ingresar los datos de los candidatos al sistema Entrega de submitidos de acuerdo al requerimiento del cliente Publicaciones de la oferta laboral en las bolsas de trabajo Realizar reporte y análisis de sus procesos Beneficios: Pertenecer a la familia de ManpowerGroup Pertenecer a una empresa multinacional Formar parte de un equipo conformado por miembros de diferentes países Ingreso a planilla. Horario de trabajo: 08:00 a.m. a 06:00 p.m. de Lunes a Viernes Trabajo híbrido &quot;En Manpower Perú, promovemos la inclusión y inserción de empleos sin distinción por motivos de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. ¡Por eso todos los talentos son bienvenidos!&quot; ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,16-08-2023 09:50:15,10011970,4.24,,17,48,11,Remoto,1,-8.112,-79.02879999999999,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115635991'}]",1115635991,simple
Asistente Bilingüe - Francés - Lima (Ref: 18908),Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/1/1/9/7/0/logoMainPic_10011970_bum_vf5e68033.jpg,MANPOWER PERÚ,"Lima, Lima",16-08-2023,0,0,False," Con más de 70 años liderando globalmente soluciones innovadoras en la Estrategia de Talento, en ManpowerGroup valoramos el papel que representa el trabajo en las personas. Por ello, te invitamos a que formes parte de nuestro propósito y te animes a Transformar Vidas con nosotros(as). ¡Postula al siguiente perfil y únete a la compañía que impulsa tu Talento! Asistente Bilingue Francés - Lima Requisitos: Estudios técnicos y/o universitarios en curso o concluidos. Experiencia mínima de 6 meses en atención al cliente y/o funciones administrativas Deseable experiencia en reclutamiento y selección Office Nivel Usuario Inglés Intermedio (INDISPENSABLE) Francés Avanzado (INDISPENSABLE) Residencia en Lima(INDISPENSABLE) Funciones: Realizar la tercerización del proceso de reclutamiento Consolidar la información de las diversas fuentes de aprovisionamiento Contactar y realizar pre screening telefónico a los candidatos sourceados Ingresar los datos de los candidatos al sistema Entrega de submitidos de acuerdo al requerimiento del cliente Publicaciones de la oferta laboral en las bolsas de trabajo Realizar reporte y análisis de sus procesos Beneficios: Pertenecer a la familia de ManpowerGroup Pertenecer a una empresa multinacional Formar parte de un equipo conformado por miembros de diferentes países Ingreso a planilla. Horario de trabajo: 08:00 a.m. a 06:00 p.m. de Lunes a Viernes Trabajo híbrido &quot;En Manpower Perú, promovemos la inclusión y inserción de empleos sin distinción por motivos de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. ¡Por eso todos los talentos son bienvenidos!&quot; ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,16-08-2023 09:49:41,10011970,4.24,,17,48,11,Remoto,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115607510'}]",1115607510,simple
Auxiliar de archivo,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_2497140_bum_v954a17e5.jpg,EY (Ernst & Young),"San Isidro, Lima",16-08-2023,0,0,False," En EY nos encontramos en búsqueda de nuevos profesionales que deseen construir un mejor mundo de negocios, desarrollar su talento y crecer con nosotros. Somos una Firma global con experiencia en más de 150 países y un equipo de más de 212, 000 profesionales alrededor del mundo, brindando servicio a las empresas Top de diversas industrias. Requisitos : · Estudiantes universitarios o egresados técnicos de las carreras de Administración de Empresas, Gestión documental o afines. · Deseable un año de experiencia realizando funciones de archivo o administrando documentos. · Manejo de Excel a nivel Intermedio. Funciones : • Organización, seguimiento y archivo de documentos del personal, de manera física y virtual. • Recopilación de documentos de nuevos ingresos para el file personal de Lima y provincias, así como apoyo en el proceso de Inducción de candidatos. • Administración de files personales y base de documentación virtual del personal activo y cesado. • Encargado del archivo de documentos del área de Administración de Personal. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,16-08-2023 09:43:50,2497140,2.46,,17,2637,11,Presencial,1,-12.1021759,-77.0578855,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115956812'}]",1115956812,simple
Consultor Sr. de Selección,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_13268568_bum_v357214cb.jpg,ADECCO CONSULTING,"Lima, Lima",16-08-2023,0,0,False," En Adecco nos encontramos en búsqueda del mejor talento para la posición de: CONSULTOR(A) SR. DE SELECCIÓN - EXPERIENCIA EN TELECOMUNICACIÓN REQUISITOS: · Profesional egresado de la carrera de Psicología o carreras afines. · Mínimo 2 años de experiencia como lider en reclutamiento y selección en procesos del sector telecomunicación (vendedores de campo). · Manejo de excel nivel intermedio. · Conocimiento de plataformas de evaluaciones psicométricas (deseable). FUNCIONES: · Encargado de supervisar el proceso de reclutamiento y selección de inicio a fin. · Realizar filtros de cv`s, pre escrining, asimismo, envió y analisis de prueba picotecnicas a los candidatos. · Entrevistas por competencias. Condiciones: · Lunes a viernes de 0 8: 3 0 a 0 5: 3 0 pm. · Ingreso a planilla desde el primer día. · Trabajo híbrido. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,16-08-2023 09:28:27,13268568,3.81,,17,2565,11,Híbrido,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115956489'}]",1115956489,simple
ANALISTA DE PLANILLAS - SECTOR DE CONSTRUCCION CIVIL,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/3/0/3/3/6/6/1/logoMainPic_13033661_bum_v7f08f284.jpg,SEFEME ,"Los Olivos, Lima",16-08-2023,2200,2800,False," En GRUPO SEFEME estamos en búsqueda del mejor talento para el puesto de ANALISTA DE PLANILLAS (con manejo de ERP S10). REQUISITOS • Bachiller o licenciado: Contabilidad, administración, economía o puestos afines. • Experiencia mínima de 2 años elaborando planillas del Régimen de Construcción Civil y empleados (Indispensable) • Dominio del módulo de nóminas del S10. (Deseable) • Conocimientos de la legislación laboral, compensaciones y planillas (indispensable) • Conocimientos básicos de Selección de personal • Residir cerca al distrito de Los Olivos. FUNCIONES • Ingresar los datos necesarios del personal nuevo al módulo de nóminas del S10 y T REGISTRO. • Administración y elaboración de planillas de construcción civil (semanales) y de empleados (mensuales) en módulo de nóminas del S10, procesarla y calcular, a fin de garantizar su correcto cumplimiento con el plazo. • Elaboración de reportes con datos de las planillas para posterior declaración del PLAME y gestionar el pago de impuestos derivados de la misma; así como de AFP. • Desarrollar actividades de administración de personal referente a control de vacaciones y descansos compensatorios y files personales. • Gestionar el cese del personal: elaboración de liquidación de beneficios sociales y otros documentos relacionados. • Gestionar la renovación de los contratos de trabajo y la presentación al MINTRA, así como controlar sus vencimientos. • Gestionar el pago de los seguros de los trabajadores de la Empresa (SCTR, Vida ley, EPS). • Mensualmente procesar, revisar las provisiones de beneficios sociales: Gratificaciones, CTS y vacaciones, asientos contables, cuenta corriente del personal, adelantos de vacaciones, variaciones en las remuneraciones, aportaciones e impuestos de ley a pagar a SUNAT y conciliar saldos con el área de finanzas. • Reparto y archivo de todos los documentos relacionados al pago de planillas y otras obligaciones laborales. • Elaborar e importar el cuadro de centro de costos general de la Empresa al S10 para la elaboración de los asientos contables y el organigrama. • Resolver dudas de los colaboradores en cuanto a sus pagos o explicación de boletas. •Otras funciones desginadas por su jefe de inmediato. CONDICIONES LABORALES • Salario acorde al mercado. • Ingreso a planilla desde el primer día laborado • Horario: lunes a jueves 08:00 a 18:30 y viernes 08:00 a 19:00 (48 semanales) • Lugar de trabajo: Los Olivos (Zona Norte) ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,16-08-2023 08:09:41,13033661,,,17,2567,11,Presencial,1,-11.9268006,-77.0751538,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115956606'}]",1115956606,simple
ANALISTA PLANILLAS - Nómina,Full-time,,Confidencial,"Lima, Lima",16-08-2023,0,0,True," Principales funciones: • Administrar de manera eficiente las planillas de pago de los colaboradores; • Realizar declaraciones a entidades gubernamentales y pagos a terceros; • Elaborar pago de haberes de las planillas de los colaboradores, así como las gratificaciones, CTS, y otros; • Registrar y controlar los pagos adicionales que hayan sido aprobados por las distintas gerencias; • Elaborar, gestionar y validar los pagos de obligaciones laborales y terceros de nómina; • Elaborar las liquidaciones de beneficios sociales de los trabajadores; • Administrar contratos laborales y convenios de practicantes; • Gestionar la elaboración de boletas de pago, constancias de CTS y/o cualquier otra documentación a entidades financieras; • Analizar las distintas cuentas contables • Gestión de indicadores. Requisitos: • Titulado de las carreras de contabilidad, administración, ingeniería industrial o afines; • Estudios y/o especialización en normas laborales, planillas y contables (indispensable) • Inglés avanzado (deseable) • Portugués avanzado (deseable) • Excel avanzado (indispensable) • Conocimientos en manejo de sistemas SAP/Sygnus/Spring (indispensable) • Experiencia en legislación laboral y administración de procesos de nómina (indispensable) ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,16-08-2023 08:06:02,13059288,,,17,2567,11,Híbrido,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115956595'}]",1115956595,simple
Asistente de Learning,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_2497140_bum_v954a17e5.jpg,EY (Ernst & Young),"San Isidro, Lima",16-08-2023,0,0,False," En EY nos encontramos en búsqueda de nuevos profesionales que deseen construir un mejor mundo de negocios, desarrollar su talento y crecer con nosotros. Somos una Firma global con experiencia en más de 150 países y un equipo de más de 212, 000 profesionales alrededor del mundo, brindando servicio a las empresas Top de diversas industrias. Requisitos : Titulado(a) de las carreras de Administración, Psicología o afines. Contar con 01 año de experiencia en posiciones similares. Indispensable manejo de Inglés a nivel Intermedio. Indispensable manejo de Excel a nivel Intermedio. Responsabilidades : Ejecución de eventos de capacitación. Acompañamiento tanto presencial como virtual. Elaboración y consolidación de reportes. Actualización de bases de datos. Atención directa del cliente interno. Gestiones administrativas varias afines al cargo. Competencias : · Servicio al cliente · Agilidad · Creatividad/Innovación · Comunicación a todo nivel. · Organización y Gestión del tiempo · Atención al detalle · Trabajo en equipo ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,16-08-2023 07:37:44,2497140,2.46,,17,2566,11,Híbrido,1,-12.1021759,-77.0578855,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115956515'}]",1115956515,simple
MULTINACIONAL EN EXPANSIÓN,Full-time,,Confidencial,"Lima, Lima",16-08-2023,0,0,False," Importante Compañía Multinacional en pleno proceso de expansión busca incorporar profesionales altamente capacitados en diversas disciplinas al equipo de Marketing Comercial y de Negocios. Si posees experiencia en áreas como Administración de Empresas, Economía, Marketing, Ingeniería Industrial, Mercadeo y Publicidad, esta es tu oportunidad de formar parte de nuestro equipo. Tu rol será crucial para potenciar la presencia de nuestra marca en Perú a través de estrategias de marketing sólidas. Estas estrategias abarcarán desde el posicionamiento estratégico hasta el análisis de datos mineros y la implementación de tácticas de marketing directo. Estamos enfocados en alcanzar y superar nuestras metas comerciales, y tu contribución será vital en este proceso. Ofrecemos a los seleccionados un contrato directo con la compañía, asegurando todas las prestaciones legales correspondientes. Además, recompensaremos tus logros basados en indicadores de gestión con ingresos competitivos, superando los estándares del mercado. También brindamos oportunidades continuas de desarrollo dentro del mismo departamento, incentivando el crecimiento y la mejora constante de tus habilidades. Únete a nosotros en este emocionante viaje hacia el éxito y la innovación en el mundo del marketing. Juntos, impulsaremos el crecimiento de la compañía mientras desarrollamos tu carrera profesional. ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,16-08-2023 07:13:06,10164728,,,17,2565,11,Presencial,3,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115956452'}]",1115956452,simple
