tituloTrabajo,tipoTrabajo,empresa,localizacion,fechaPublicacion,aptoDiscapacitado,detalle,confidencial,idEmpresa,promedioEmpresa,idArea,idSubarea,idPais,modalidadTrabajo,cantidadVacantes,id,tipoAviso,cargoTrabajo,subareaTrabajo,localizacionTrabajo,skill_keywords
Analista Senior de Selección Sector Banca y Fianzas Remoto,Full-time,Bigmond Group,"Miraflores, Lima",10-08-2023,No,MILL   Hire The Future  firma perteneciente a Bigmond Group  nos encontramos en la búsqueda de un a  Líder  a  de selección Requisitos    Profesional de Psicología    Experiencia   años liderando equipos de selección   Experiencia de  año en el sector bancario y o finanzas   Manejo de KPI s del área    Orientación a los resultados   Liderazgo   Orientación al cliente   Pensamiento estratégico Funciones    Líderar los procesos de selección junto al equipo asignado  asegurando los altos estándares de calidad y velando por el cumplimiento de los indicadores esperados    Realizar las coordinaciones y resolver las consultas del cliente final    Desarrollar la estrategia de trabajo para la cobertura de las vacantes de los clientes asignados    Realizar las coordinaciones y resolver las consultas del cliente final    Realizar las distintas dinámicas de selección para los diferentes puestos    Hacer entrega de los expedientes de los candidatos seleccionados    Hacer el seguimiento de los ingresos efectivos    Reportar los ingresos para la facturación   Reportar los indicadores de gestión  Ofrecemos    Salario acorde a mercado   Buen Clima laboral   Modalidad  Hibrida   Horario  lunes a viernes    am a    pm   Contrato por locación de servicios,No,10107949,3.71,17,2565,11,Presencial,1,1115948797,freemium,Analista,Reclutamiento,Lima,"['kpi', 'psicología', 'indicadores']"
Psicólogo Coach especialista (Capacitador),Full-time,IGH PERU S.A.,"Lima, Lima",09-08-2023,No,Requisitos  Profesionales en Psicología  Educación o campos afines  Experiencia en la industria minera de al menos 3 años  Experiencia en la impartición de capacitaciones en habilidades blandas y o seguridad ocupacional  Conocimiento sólido en gamificación  storytelling y diseño instruccional  Competencias en autogestión  proactividad  trabajo en equipo  flexibilidad e innovación  Responsabilidades  Impartir capacitaciones en habilidades blandas y seguridad ocupacional a colaboradores del sector minero  Utilizar metodologías innovadoras como gamificación y storytelling para mejorar la comprensión y retención del contenido  Realizar intervenciones para mejorar el comportamiento relacionado con la seguridad laboral  siguiendo programas y metodologías específicas  Facilitar sesiones de capacitación a grupos de operarios y otros colaboradores del sector minero,No,10186649,,17,2566,11,Presencial,7,1115947900,simple,Capacitador,Capacitación,Lima,['psicología']
Analista de planilla,Full-time,Confidencial,"San Borja, Lima",11-08-2023,No,Funciones  Realizar el cálculo de la planilla mensual  pagos al personal  afiliación a AFP´s  apertura de cuentas de haberes y cts  validar files de personal  coordinación de consumos y revisión de pólizas con empresas terceras  Realizar el cálculo de liquidaciones de beneficios sociales  gratificaciones  vacaciones  cts y utilidades  Cargar de boletas de pago  certificados de utilidades  cts  aportaciones de onp  afp y otros documentos del personal en las plataformas de uso interno  Elaborar reportes corporativos a solicitud de la jefatura  Encargado del cierre contable en coordinación con las sedes  Encargado de realizar los convenios de estructura salarial  de continuidad laboral  bonificación al cargo  documentos de no sujetos a fiscalización  así como cartas de pre aviso y tramites en notaria  Realizar otras funciones designadas por el inmediato superior  Requisitos  Bachiller o titulado en administración  contabilidad o afines  Experiencia mínima de 2 años  Experiencia deseable en el rubro de salud  Conocimientos en Excel a nivel avanzado,No,1940770,,17,2567,11,Presencial,1,1115950843,simple,Analista,Planillas,Lima,"['utilidades', 'afp', 'contabilidad', 'cuentas', 'excel', 'cts', 'gratificaciones', 'onp', 'vacaciones', 'administración']"
Auxiliar de Remuneraciones y Compensaciones,Full-time,Confidencial,"Lima, Lima",10-08-2023,No,Importante empresa requiere incorporar un Auxiliar de Remuneraciones con el siguiente perfil  Requisitos  Experiencia     Experiencia mínima de 01 año en áreas de Administración de Personal  Educación     Técnico en Administración    Carreras afines  Otros conocimientos     Excel   Nivel Intermedio    Experiencia en el manejo de ERPs  Funciones    Generar y administrar los contratos y convenios del personal    Gestionar el ingreso de información al sistema    Brindar soporte al área en procesos de administración de personal    Aperturar cuentas  afiliar y validar la AFP  tramitar los seguros CSTR y Vida Ley    Gestionar temas relacionados con la CTS    Emitir documentos laborales como constancia de trabajo y otros  Beneficios   Ingreso a planilla con todos los beneficios de Ley desde el 1er día,No,1562580,,17,2567,11,Presencial,1,1115570038,simple,Auxiliar,Compensaciones,Lima,"['afp', 'cuentas', 'contratos', 'excel', 'cts', 'administración']"
Asistente de Nómina,Full-time,Confidencial,"Miraflores, Lima",10-08-2023,Si,Nos encontramos en la búsqueda del mejor talento que posea el siguiente perfil  Requisitos  Profesional de Contabilidad  Administración o afines  Experiencia mínima de 2 años en posiciones de nómina  Dominio de MS Office a nivel avanzado  Dominio de ERP  Funciones   Registro del personal ALTA en el sistema de la empresa y Sunat Tregistro Procesar afiliaciones en el AFPNET   absolver con descargos las deudas presuntas en el AFPNET Llevar el control de las renovaciones de contrato  actualizar en el sistema las fechas de renovaciones  Efectuar el proceso de las liquidaciones del personal con la documentación respectiva en el sistema y tregistro  Registrar el ausentismo en el sistema  Faltas  suspensión  vacaciones  licencias  descanso médico  subsidio etc  Realizar el cálculo de subsidio y registro en el sistema para el proceso de nomina Realizar las gestiones de pagos para los préstamos  adelantos  retención judicial  sindicato  pago terceros  etc y llevar el control de ello para los descuentos en planilla Realizar altas  bajas   modificaciones de titulares y derechohabientes en T registro Sunat Efectuar el calculo de retención de 5ta 4ta  retención judicial  validación afpnet  fcjmms Realizar las tramas de renovación de SCTR   VIDA LEY  actualizar la plataforma de pólizas de vida ley en el ministerio “Operaciones en línea” Procesar la planilla del mes realizando validaciones de ingresos  descuentos  aportes Revisar el correcto asiento contable antes de migrar a contabilidad Analizar las cuentas de planillas los movimientos que haya habido en el mes Efectuar la carga de información para el PDF PLAME Efectuar la declaración y pago de AFPNET Orientar  brindar información al personal sobre temas de nóminas y beneficios sociales Competencias  Manejo de datos  Pensamiento analítico  Orientación al servicio  Lugar de trabajo  Lima  Beneficios  Ingreso a planilla y capacitaciones,Si,13068394,,17,2567,11,Presencial,1,1115772892,simple,Asistente,Planillas,Lima,"['contabilidad', 'cuentas', 'sindicato', 'plame', 'erp', 'vacaciones', 'administración']"
Practicante de compensaciones,Full-time,Red Educativa Le Cordon Bleu,"Miraflores, Lima",09-08-2023,Si,Le Cordon Bleu  la Red Educativa líder en formar profesionales de excelencia en el mundo de la gastronomía y la hospitalidad está buscando integrar en su equipo a un a  Practicante de compensaciones que debe cumplir con los siguientes criterios  Funciones  Alta y Baja del T registro  Gestión de documentos de LBS  Generar Certificados de trabajo  certificado de prácticas y boletas pago cuando lo solicite el colaborador   Cargar las boletas al OCH  Apoyo en la revisión de asistencia  Apoyo en la revisión de horas docentes  Actualización de OCH cuando se requiera  Apoyo en la carga de información para reembolso de subdisios   Apoyo a administración de personal cuando se requiera  Requisitos  Bachiller Titulado en Administración  Ingeniería Industrial  Recursos Humanos y carreras afines  Experiencia mínima de 6 meses en puestos relacionados con el área  Conocimiento en Excel a nivel avanzado  Conocimiento de Microsoft Office a nivel intermedio  Competencias  Organización Innovación Trabajo en equipo Comunicación a todo nivel Trabajo bajo presión,Si,10076913,,17,2567,11,Presencial,1,1115948155,simple,Practicante,Compensaciones,Lima,"['asistencia', 'excel', 'administración', 'ingeniería']"
Analista de Bienestar Social,Full-time,SUM VEHICULOS S.A.,"Lima, Lima",09-08-2023,No,REQUISITOS   Titulada y Colegiada en la carrera de Trabajo Social  INDISPENSABLE    Contar con 03 años de experiencia como Asistente de Bienestar Social    Dominio en trámites ante Es salud  seguros y gestión de recupero de subsidios   Conocimiento en Legislación Laboral vigente    Dominio en Excel a nivel avanzado    Conocimiento en Seguridad y Salud en el trabajo   Deseable    Manejo del T Registro  FUNCIONES   Elaborar y ejecutar el Plan Anual y presupuesto del área de Bienestar Social    Coordinar el cumplimento de los Exámenes Médicos Ocupacionales    Realizar visitas a las Operaciones    Elaborar programas de clima y cultura laboral en la compañía    Gestionar los canales de Comunicación Interna    Reportar descansos médicos    Realizar las capacitaciones y el adecuado control de Hostigamiento Laboral   Realizar trámites de subsidios ante ESSALUD    Realizar el registro  seguimiento y control de descansos médicos y licencias    Administrar pólizas  SCTR  Seguro Vida Ley  EPS y FOLA    Hacer seguimiento a los casos sociales y de salud    Organizar y gestionar los eventos corporativos    Brindar soporte en la gestión de legajos del personal  Derecho Habientes   BENEFICIOS   Oportunidad de Crecimiento    Ingreso a planilla desde el primer día de trabajo    Beneficios de Ley al 100     Horario de trabajo  lunes a viernes de 8 a m  a 6 p m   PRESENCIAL    Sueldo de S   3000 a 3500 según evaluación,No,13094190,,17,48,11,Presencial,1,1115947855,home,Trabajador social,Bienestar Social,Lima,"['eps', 'subsidios', 'excel', 'essalud', 'derecho']"
Jefe de Recursos Humanos - Minería,Full-time,Confidencial,"Lima, Lima",11-08-2023,No,Importante empresa de servicios se encuentra en la búsqueda de un Jefe de Recursos Humanos  Requisitos    Profesional universitario en Ingeniería Industrial  administración y o carreras afines    Experiencia en la gestión de recursos humanos en las áreas soft  selección  bienestar social  evaluación del desempeño  y hard  nomina compensación  legislación laboral     Indispensable haber laborado en sitios remotos bajo regímenes atípicos    Deseable manejo de HC superior a los 500 colaboradores    Deseable experiencia en sindicatos  Condiciones    Salario superior al mercado   Capacitaciones constantes   Viáticos cubiertos al 100   alimentación  hospedaje y traslado    Línea de carrera,No,10070641,,17,48,11,Presencial,1,1115404618,simple,Jefe,Gestión Humana,Lima,"['administración', 'ingeniería']"
JEFE DE RECURSOS HUMANOS,Full-time,Confidencial,"Cercado De Lima, Lima",11-08-2023,No,Somos una empresa peruana de construcción con presencia en importantes proyectos a nivel nacional  Requisitos  Profesional en Administracion  Psicología o carreras afines  Diplomado en Recursos Humanos Experiencia de 03 años en el cargo en empresas de construcción   Dominio de legislación laboral  Disponibilidad para laborar de Lunes a Sabado en Lima  Funciones  Planifica  organiza dirige y controla los Programasde Clasificación y Remuneración de Cargos  Apoyar en el diseño e implementación de las políticas remunerativas de acuerdo a las categorías ocupacionales  Revisar y controlar la administración del personal  tales como  movimientos del personal  vacaciones  asistencias de acuerdoa los procedimientos  Realizar el calculo de planilla y cumplir con las obligaciones laborales Planifica  organiza  dirige y controla los Programas de Evaluación del Desempeño  Acciones de Personal  Capacitación y Desarrollo,No,10130832,,17,48,11,Presencial,1,1115950578,simple,Jefe,Gestión Humana,Lima,"['psicología', 'vacaciones', 'administración']"
GERENTE DE TALENTO HUMANO,Full-time,Confidencial,"San Isidro, Lima",11-08-2023,No,Importante empresa de transporte y comunicaciones  se encuentra en la búsqueda de los mejores talentos para ocupar la posición de  GERENTE DE TALENTO HUMANO Función General  Dirigir y evaluar las estrategias en gestión del talento humano para la identificación de los trabajadores con la misión y visión de la empresa  dándoles el valor agregado a los procesos  promoviendo el liderazgo  talentos y la mejora permanente de sus capacidaddes dentro de un optimo clima organizacional  Requisitos    Profesional de las carreras de Administración de Empresas  Psicología  Ingeniería Industrial  Derecho o carreras afines    Maestría en Gestión de Recursos Humanos  Talento Humano  Desarrollo Organizacional  Administración y u otros afines al puesto   Indispensable    Experiencia laboral general de 10 años y 05 años de experiencia en cargos similares desempeñando funciones relacionadas al cargo   Indispensable    Conocimientos en Relaciones Laborales  Relaciones Sindicales  Negociaciones Colectivas  Manejo de Conflictos  Gestión del Cambio y o otras afines   Indispensable    Inglés a nivel intermedio    Microsoft Office a nivel intermedio,No,759440,,17,48,11,Presencial,1,1115950544,simple,Gerente,Gestión Humana,Lima,"['inglés', 'psicología', 'derecho', 'administración', 'ingeniería']"
JEFE DE ÁREA DE DESARROLLO DE PERSONAL,Full-time,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL S.A - CORPAC S.A..,"Callao, Lima",11-08-2023,No,Somos la Corporación Peruana de Aeropuertos y Aviación Comercial   CORPAC   quienes proporcionamos servicios aeroportuaarios y aeronauticos a nivel nacional  Contamos con una trayectoria de 80 años al servicio de nuestro país garantizando la seguridad de las vidas humanas que surcan los cielos peruanos  CONVOCATORIA EXTERNA DE PERSONAL N° ADP GGTH PUESTO  JEFE DE ÁREA DE DESARROLLO DE PERSONAL  JADP GGTH 02 E  Los interesados favor de culminar su registro de postulación hasta el 15 de agosto   a través del enlace que será enviado por correo electrónico o ingresado a la sección de CONVOCATORIAS DE TALENTO HUMANO en la página web de CORPAC SA Requisitos  Perfil de Puesto Título universitario en Administración o Derecho o Psicología o Ingeniería Industrial  Diplomado y o Especialización en gestión de recursos humanos con un mínimo de 240 horas acumuladas  Conocimiento en Ofimática  mínimo acreditado nivel intermedio  Deseable Conocimientos en Planeamiento Estratégico de Recursos Humanos Conocimientos de la legislación laboral tanto en el sector público como privado  modalidades contractuales  régimen laboral  normas de control relacionadas al sistema  pensiones  negociación colectiva  entre otros  Conocimiento de la gestión de Recursos Humanos   Idioma inglés nivel intermedio Conocimiento de Clima Organizacional   Conocimiento de Cultura Organizacional Conocimiento de Comportamiento Organizacional Experiencia Acreditar como mínimo cinco  5  años de experiencia profesional en labores afines al cargo  Pleno dominio de las actividades que se desarrolla en el área  Funciones Principales Proponer e implementar planes de formación y desarrollo del talento humano  Desarrollar el proceso de reclutamiento y selección de personal  Efectuar y coordinar el proceso de inducción al personal que ingresa a la Corporación  Proponer  desarrollar y coordinar acciones para el mejoramiento del clima organizacional mediante la transformación de hábitos  costumbres y prácticas del personal  Elaborar los perfiles laborales de los trabajadores activos en coordinación con las gerencias usuarias y el área de Organización y Métodos  Ejecutar el programa de evaluación del desempeño laboral del personal  Efectuar el diagnóstico y análisis de las necesidades de capacitación del personal administrativo de la empresa  Evaluar las Prácticas Pre profesionales y Profesionales  Evaluar la formulación del Presupuesto Analítico de Personal  PAP   Coordinar la formulación del Cuadro de Asignación de Personal  CAP   Otras funciones propias de su competencia que le asigne la Gerencia de Gestión del Talento Humano  Lugar de Trabajo Gerencia de Gestión del Talento Humano   Área de Desarrollo de Personal  Lima Callao  Competencias Vocación de servicio Confiabilidad y compromiso Trabajo en equipo y proactividad Orientación a resultados Capacidad de aprendizaje e Innovación Comportamiento orientado a procesos Relaciones Interpersonales y Comunicación efectiva Adaptabilidad Conocimiento del entorno del Negocio Liderazgo y gestión de equipos Toma de decisiones Gestión del cambio Beneficios Condiciones de Trabajo Cargo Considerado “De Confianza” N° de plazas por cubrir  Uno  01  Régimen Laboral de la Actividad Privada  Dec Leg  Nº 728  Remuneración Básica  S  5 900 Trece  13  remuneraciones al año  12 sueldos   Retorno Vacacional  Cobertura de Seguro Médico Familiar  PAMF  Escolaridad  S  4 000 Canasta Navideña  S  1 000 Quinquenios   5  Remun  Básica mensual a partir de los 5 años  Otros beneficios remunerativos Transporte de personal Los interesados favor de culminar su registro de postulación hasta el 15 de agosto   a través del enlace que será enviado por correo electrónico o ingresado a la sección de CONVOCATORIAS DE TALENTO HUMANO en la página web de CORPAC SA,No,13094485,,17,48,11,Presencial,1,1115950401,simple,Jefe,Desarrollo,Lima,"['inglés', 'psicología', 'derecho', 'administración', 'ingeniería']"
SUPERVISOR DE CAMPAMENTOS / SERVICIOS GENERALES,Full-time,Confidencial,"Lima, Lima",11-08-2023,No,EMPRESA MINERA SUBTERRÁNEA requiere contratar 01 Supervisor de Campamentos   Servicios Generales para trabajar en campamento minero bajo sistema atípico 14x7  Requisitos    Bachiller o Titulado en Ing  Industrial  Industrias Alimentarias  Nutrición  o carreras afines    Experiencia mínima de 05 años en minería  excluyente  y 03 de ellos en puestos de supervisión    Manejo sólido de normas HACCP y conocimientos básicos en legislación ambiental  Responsabilidades  Gestionar el mantenimiento y o reparación de todas las infraestructuras de los campamentos de manera preventiva correctiva a nivel de oficinas  habitaciones  áreas comunes  etc  Administrar los servicios de alimentación e inocuidad que brinda la concesionaria encargada  Administrar y supervisar el mantenimiento de los comedores y servicios generales de interior mina  Supervisar al personal de limpieza y del servicio de lavandería  Administrar el servicio de transporte interno y externo del personal de Compañia y Terceros  Generar reportes e indicadores diarios  semanales y mensuales al responsable de RRHH,No,13100392,,17,48,11,Presencial,1,1115950119,simple,Supervisor,Otros,Lima,['indicadores']
